# X Y Z Label
497090.970 5419984.010 276.090 Powerline
497090.360 5419982.800 275.290 Roof
497090.360 5419984.150 275.330 Roof
497090.350 5419983.790 275.310 Powerline
497090.340 5419983.090 275.290 Roof
497090.340 5419983.440 275.310 Roof
497090.320 5419983.140 275.300 Roof
497090.290 5419983.480 275.320 Roof
497090.250 5419983.830 275.340 Powerline
497090.210 5419984.160 275.310 Roof
497090.180 5419982.860 275.320 Powerline
497090.140 5419983.160 275.330 Roof
497090.110 5419983.470 275.320 Shrub
497090.070 5419983.790 275.340 Roof
497090.040 5419984.090 275.340 Powerline
497089.980 5419984.060 275.350 Roof
497089.970 5419983.710 275.320 Roof
497089.960 5419983.340 275.310 Shrub
497089.950 5419982.970 275.290 Roof
497089.410 5419982.850 275.360 Powerline
497089.380 5419983.190 275.370 Roof
497089.340 5419983.520 275.360 Roof
497089.300 5419983.870 275.360 Powerline
497089.260 5419984.200 275.360 Roof
497089.200 5419982.880 275.370 Roof
497089.160 5419983.190 275.360 Roof
497089.130 5419983.520 275.370 Powerline
497089.090 5419983.850 275.390 Roof
497089.050 5419984.160 275.380 Roof
497089.020 5419983.940 275.380 Roof
497089.020 5419984.290 275.370 Powerline
497089.010 5419983.580 275.340 Powerline
497089.000 5419983.210 275.360 Powerline
497088.990 5419982.850 275.360 Powerline
497088.640 5419984.250 275.370 Facade
497088.630 5419983.870 275.360 Powerline
497088.620 5419983.490 275.360 Powerline
497088.610 5419983.110 275.360 Powerline
497088.540 5419982.800 275.370 Powerline
497088.500 5419983.150 275.380 Powerline
497088.460 5419983.500 275.370 Powerline
497088.420 5419983.850 275.380 Powerline
497088.380 5419984.200 275.390 Facade
497088.260 5419983.010 275.390 Roof
497088.220 5419983.350 275.400 Roof
497088.180 5419983.670 275.400 Roof
497088.150 5419984.000 275.400 Roof
497088.110 5419984.330 275.400 Roof
497087.670 5419984.080 275.400 Facade
497087.600 5419982.800 278.750 Roof
497087.580 5419983.070 277.330 Roof
497087.580 5419983.080 276.150 Facade
497087.570 5419983.070 278.500 Powerline
497087.570 5419983.220 275.440 Powerline
497087.560 5419982.870 278.800 Powerline
497087.520 5419983.680 275.910 Roof
497087.500 5419983.880 275.390 Powerline
497087.460 5419984.210 275.370 Roof
497087.360 5419982.940 278.810 Car
497087.360 5419983.030 276.900 Powerline
497087.350 5419983.050 278.070 Powerline
497087.340 5419983.180 276.320 Car
497087.330 5419983.310 275.630 Roof
497087.300 5419984.190 275.360 Roof
497087.280 5419983.730 275.990 Car
497087.270 5419983.910 275.500 Roof
497087.230 5419984.190 275.380 Roof
497087.190 5419982.960 278.790 Roof
497086.680 5419982.920 275.820 Roof
497086.660 5419982.980 278.510 Roof
497086.650 5419983.200 275.560 Powerline
497086.600 5419983.610 275.800 Roof
497086.570 5419983.860 275.430 Roof
497086.540 5419984.190 275.340 Roof
497086.440 5419982.810 278.810 Roof
497086.420 5419982.960 278.170 Roof
497086.420 5419983.010 275.890 Roof
497086.400 5419984.190 275.310 Roof
497086.390 5419983.290 275.710 Roof
497086.360 5419983.620 275.630 Roof
497086.330 5419983.880 275.330 Roof
497086.290 5419982.930 278.800 Roof
497086.290 5419984.220 275.320 Low Veg
497086.010 5419983.880 275.940 Low Veg
497096.800 5419991.060 275.390 Shrub
497096.840 5419990.690 275.400 Powerline
497096.890 5419990.980 275.410 Low Veg
497096.900 5419991.320 275.420 Low Veg
497097.250 5419990.930 275.400 Powerline
497097.260 5419991.290 275.400 Low Veg
497097.480 5419991.110 275.400 Low Veg
497097.520 5419990.760 275.430 Low Veg
497097.730 5419991.150 275.400 Roof
497097.770 5419990.780 275.410 Powerline
497098.260 5419990.770 275.380 Roof
497098.270 5419991.120 275.400 Car
497098.360 5419991.170 275.420 Roof
497098.400 5419990.810 275.400 Roof
497098.630 5419990.760 275.390 Roof
497098.630 5419991.080 275.400 Roof
497098.640 5419991.180 275.410 Roof
497098.640 5419991.410 275.400 Roof
497098.680 5419990.800 275.400 Shrub
497099.250 5419991.260 275.370 Shrub
497099.280 5419990.910 275.380 Shrub
497099.530 5419991.390 275.420 Shrub
497099.570 5419991.000 275.390 Shrub
497099.580 5419990.920 275.420 Shrub
497099.590 5419991.290 275.430 Shrub
497099.990 5419990.720 275.430 Shrub
497100.000 5419991.080 275.440 Shrub
497100.000 5419991.440 275.430 Low Veg
497100.120 5419991.390 275.450 Shrub
497100.160 5419991.040 275.450 Shrub
497100.200 5419990.680 275.430 Shrub
497100.470 5419991.280 275.460 Shrub
497100.510 5419990.910 275.460 Shrub
497100.930 5419990.710 275.470 Shrub
497100.940 5419991.060 275.480 Shrub
497100.950 5419991.420 275.480 Shrub
497101.070 5419991.320 275.480 Shrub
497101.110 5419990.960 275.470 Shrub
497101.310 5419990.660 275.490 Roof
497101.310 5419991.030 275.490 Powerline
497101.320 5419991.380 275.490 Powerline
497101.350 5419991.540 275.500 Powerline
497101.390 5419991.180 275.490 Roof
497101.430 5419990.820 275.490 Roof
497102.020 5419991.430 275.500 Roof
497102.050 5419991.090 275.550 Powerline
497102.090 5419990.730 275.500 Car
497102.260 5419990.870 275.520 Roof
497102.270 5419991.240 275.490 Powerline
497102.280 5419991.610 275.500 Powerline
497102.440 5419990.690 282.820 Powerline
497102.640 5419991.750 276.350 Powerline
497102.450 5419991.040 282.820 Powerline
497102.530 5419990.800 279.870 Powerline
497102.530 5419991.130 279.940 Powerline
497102.640 5419991.160 275.910 Powerline
497102.640 5419991.430 276.230 Powerline
497102.650 5419990.910 275.570 Powerline
497102.970 5419991.670 289.430 Roof
497103.000 5419991.410 289.720 Powerline
497103.020 5419991.160 290.060 Powerline
497103.050 5419990.900 290.370 Shrub
497103.210 5419991.030 290.250 Powerline
497103.230 5419991.540 289.640 Roof
497103.250 5419991.570 289.550 Powerline
497103.280 5419991.310 289.920 Powerline
497103.300 5419991.050 290.230 Powerline
497103.330 5419990.790 290.570 Powerline
497103.500 5419990.860 290.550 Powerline
497103.530 5419991.340 289.940 Powerline
497103.550 5419991.800 289.430 Powerline
497103.820 5419991.870 289.260 Powerline
497103.850 5419991.610 289.570 Powerline
497103.880 5419991.360 289.920 Powerline
497103.910 5419991.100 290.210 Roof
497103.940 5419990.840 290.530 Powerline
497104.140 5419991.730 289.470 Powerline
497104.170 5419991.480 289.780 Powerline
497104.190 5419991.210 290.090 Powerline
497104.220 5419990.960 290.430 Powerline
497104.250 5419990.710 290.760 Powerline
497104.490 5419991.140 290.250 Car
497104.520 5419991.650 289.640 Powerline
497104.770 5419991.720 289.560 Car
497104.800 5419991.460 289.890 Powerline
497104.820 5419991.210 290.210 Powerline
497104.830 5419991.160 290.300 Powerline
497104.850 5419990.960 290.530 Powerline
497104.860 5419991.660 289.700 Roof
497104.880 5419990.700 290.820 Powerline
497105.060 5419991.840 289.480 Roof
497105.090 5419991.570 289.780 Powerline
497105.120 5419991.310 290.140 Powerline
497105.150 5419991.060 290.470 Powerline
497105.180 5419990.790 290.780 Powerline
497105.680 5419991.950 289.420 Powerline
497105.710 5419991.680 289.720 Powerline
497105.730 5419990.990 290.620 Powerline
497105.730 5419991.420 290.020 Powerline
497105.760 5419991.160 290.350 Powerline
497105.790 5419990.910 290.720 Shrub
497105.790 5419992.020 289.370 Powerline
497105.820 5419990.660 291.020 Car
497105.980 5419991.890 289.500 Powerline
497106.010 5419991.630 289.840 Powerline
497106.030 5419991.390 290.190 Powerline
497106.060 5419991.120 290.500 Powerline
497106.090 5419990.870 290.820 Shrub
497106.090 5419990.930 290.760 Powerline
497106.110 5419991.460 290.120 Powerline
497106.140 5419991.970 289.470 Car
497106.630 5419991.960 289.810 Car
497106.720 5419991.140 290.530 Powerline
497106.750 5419990.890 290.870 Powerline
497106.980 5419990.700 291.190 Powerline
497107.010 5419991.220 290.510 Powerline
497107.020 5419991.180 290.570 Powerline
497107.030 5419991.660 290.120 Powerline
497107.040 5419991.990 290.200 Powerline
497107.050 5419990.920 290.880 Powerline
497107.070 5419990.660 291.210 Powerline
497107.350 5419991.020 290.850 Powerline
497107.370 5419991.470 290.450 Powerline
497107.380 5419991.790 290.490 Powerline
497107.380 5419992.120 290.540 Powerline
497107.580 5419992.130 290.710 Powerline
497107.620 5419991.800 290.730 Powerline
497107.650 5419991.460 290.720 Powerline
497107.690 5419991.120 290.740 Powerline
497107.720 5419990.880 291.040 Car
497107.930 5419991.970 291.080 Roof
497107.970 5419991.610 291.050 Roof
497108.000 5419991.260 291.060 Powerline
497108.040 5419990.920 291.030 Roof
497108.230 5419990.770 291.280 Roof
497108.230 5419991.090 291.290 Roof
497108.240 5419991.410 291.330 Roof
497108.250 5419991.730 291.380 Roof
497108.250 5419992.040 291.430 Roof
497108.220 5419990.130 291.170 Powerline
497108.210 5419989.210 291.060 Roof
497108.210 5419989.810 291.140 Powerline
497108.210 5419990.390 291.430 Powerline
497108.200 5419989.170 291.020 Powerline
497108.200 5419989.490 291.090 Roof
497108.180 5419989.550 291.060 Powerline
497108.140 5419989.890 291.070 Powerline
497108.100 5419990.340 291.430 Powerline
497108.070 5419990.650 291.330 Powerline
497107.900 5419989.100 290.700 Powerline
497107.870 5419989.440 290.720 Powerline
497107.830 5419989.790 290.750 Powerline
497107.780 5419990.300 291.430 Powerline
497107.750 5419990.620 291.350 Powerline
497107.330 5419989.150 290.170 Powerline
497107.330 5419989.450 290.330 Powerline
497107.330 5419989.710 290.650 Shrub
497107.320 5419989.960 290.970 Powerline
497107.320 5419990.210 291.280 Powerline
497107.320 5419990.490 291.510 Shrub
497107.200 5419989.400 290.330 Shrub
497107.150 5419989.920 291.000 Car
497107.100 5419990.410 291.510 Powerline
497106.980 5419989.270 290.160 Powerline
497106.970 5419989.520 290.470 Powerline
497106.970 5419989.780 290.780 Shrub
497106.970 5419990.030 291.130 Car
497106.960 5419990.270 291.460 Low Veg
497106.910 5419989.400 290.380 Shrub
497106.850 5419989.920 291.060 Shrub
497106.810 5419990.380 291.510 Shrub
497106.780 5419990.640 291.200 Car
497106.240 5419989.390 290.450 Shrub
497106.190 5419989.910 291.100 Shrub
497106.140 5419990.360 291.490 Shrub
497106.120 5419990.600 291.130 Shrub
497106.070 5419989.320 290.340 Shrub
497106.060 5419989.580 290.680 Shrub
497106.060 5419989.840 290.990 Roof
497106.060 5419990.400 291.430 Roof
497106.050 5419990.080 291.330 Roof
497105.940 5419989.540 290.700 Roof
497105.880 5419990.060 291.390 Roof
497105.850 5419990.400 291.340 Roof
497105.710 5419989.090 290.090 Roof
497105.700 5419989.350 290.420 Roof
497105.700 5419989.590 290.740 Roof
497105.700 5419989.850 291.060 Roof
497105.700 5419990.460 291.320 Powerline
497105.690 5419990.100 291.400 Powerline
497105.330 5419989.340 290.520 Powerline
497105.280 5419989.880 291.220 Powerline
497105.240 5419990.270 291.420 Powerline
497105.210 5419990.530 291.090 Powerline
497105.040 5419989.250 290.450 Powerline
497104.980 5419989.780 291.130 Car
497104.940 5419990.220 291.510 Car
497104.910 5419990.450 291.170 Powerline
497104.800 5419990.640 290.950 Powerline
497104.790 5419989.160 290.290 Powerline
497104.780 5419989.400 290.610 Powerline
497104.780 5419989.650 290.930 Powerline
497104.780 5419989.900 291.240 Powerline
497104.770 5419990.160 291.520 Powerline
497104.460 5419990.620 290.900 Powerline
497104.440 5419989.100 290.290 Powerline
497104.440 5419989.360 290.610 Powerline
497104.430 5419989.590 290.950 Powerline
497104.430 5419989.850 291.270 Powerline
497104.430 5419990.120 291.530 Car
497104.400 5419989.310 290.620 Powerline
497104.340 5419989.840 291.310 Powerline
497104.300 5419990.190 291.380 Car
497104.280 5419990.450 291.070 Car
497104.130 5419989.090 290.400 Car
497104.070 5419989.620 291.060 Powerline
497104.020 5419990.090 291.520 Powerline
497104.000 5419990.330 291.200 Powerline
497103.970 5419990.580 290.850 Powerline
497103.470 5419989.500 290.970 Powerline
497103.470 5419990.390 291.120 Powerline
497103.460 5419989.270 290.650 Powerline
497103.460 5419989.500 290.940 Powerline
497103.460 5419989.730 291.240 Powerline
497103.450 5419989.970 291.520 Powerline
497103.420 5419990.000 291.530 Powerline
497103.390 5419990.270 291.220 Powerline
497103.360 5419990.520 290.870 Powerline
497103.220 5419989.350 290.840 Low Veg
497103.180 5419990.520 290.880 Low Veg
497103.170 5419989.870 291.520 Powerline
497103.150 5419989.250 290.680 Low Veg
497103.150 5419989.490 291.010 Powerline
497103.150 5419989.740 291.330 Powerline
497103.150 5419990.030 291.490 Powerline
497103.140 5419990.150 291.310 Powerline
497103.110 5419990.400 290.990 Low Veg
497103.080 5419990.650 290.710 Powerline
497102.640 5419990.560 275.520 Car
497102.630 5419989.850 275.520 Powerline
497102.630 5419990.200 275.530 Powerline
497102.620 5419989.500 275.510 Powerline
497102.610 5419989.140 275.510 Car
497102.530 5419989.100 275.500 Powerline
497102.490 5419989.480 275.520 Powerline
497102.250 5419989.310 275.500 Powerline
497102.250 5419990.510 275.510 Powerline
497102.240 5419990.140 275.500 Powerline
497102.230 5419989.410 275.510 Powerline
497102.230 5419989.770 275.510 Powerline
497102.210 5419989.660 275.490 Roof
497102.170 5419990.020 275.500 Powerline
497102.130 5419990.380 275.520 Powerline
497101.580 5419989.380 275.480 Powerline
497101.540 5419989.750 275.490 Car
497101.500 5419990.090 275.490 Powerline
497101.460 5419990.450 275.480 Car
497101.300 5419989.200 275.480 Powerline
497101.300 5419990.300 275.470 Roof
497101.290 5419989.930 275.460 Powerline
497101.280 5419989.220 275.450 Roof
497101.280 5419989.570 275.490 Powerline
497101.270 5419989.540 275.450 Powerline
497101.230 5419989.910 275.500 Powerline
497101.190 5419990.250 275.470 Roof
497101.150 5419990.610 275.500 Roof
497100.920 5419990.350 275.470 Powerline
497100.910 5419989.650 275.450 Roof
497100.910 5419990.000 275.470 Car
497100.900 5419989.290 275.450 Powerline
497100.700 5419989.100 275.440 Powerline
497100.670 5419989.460 275.430 Car
497100.630 5419989.810 275.420 Powerline
497100.590 5419990.180 275.440 Car
497100.550 5419990.550 275.450 Powerline
497100.360 5419989.260 275.410 Powerline
497100.320 5419989.620 275.420 Powerline
497100.280 5419989.970 275.420 Powerline
497100.240 5419990.330 275.430 Powerline
497099.980 5419990.370 275.410 Powerline
497099.970 5419989.650 275.440 Powerline
497099.970 5419990.010 275.430 Powerline
497099.960 5419989.290 275.400 Powerline
497099.770 5419989.160 275.360 Powerline
497099.730 5419989.540 275.370 Powerline
497099.690 5419989.890 275.370 Powerline
497099.650 5419990.270 275.380 Powerline
497099.610 5419990.650 275.410 Powerline
497099.570 5419990.560 275.380 Roof
497099.560 5419990.200 275.390 Roof
497099.550 5419989.830 275.390 Roof
497099.540 5419989.100 275.360 Roof
497099.540 5419989.460 275.370 Roof
497099.480 5419989.130 275.360 Roof
497099.440 5419989.490 275.370 Roof
497099.400 5419989.840 275.370 Roof
497099.360 5419990.190 275.350 Roof
497099.320 5419990.550 275.360 Roof
497098.840 5419989.320 275.370 Powerline
497098.800 5419989.690 275.370 Powerline
497098.760 5419990.070 275.400 Powerline
497098.720 5419990.430 275.410 Powerline
497098.620 5419990.430 275.390 Powerline
497098.610 5419990.100 275.390 Powerline
497098.600 5419989.460 275.350 Powerline
497098.600 5419989.760 275.390 Powerline
497098.590 5419989.110 275.380 Powerline
497098.550 5419989.410 275.380 Powerline
497098.520 5419989.750 275.370 Shrub
497098.480 5419990.100 275.380 Powerline
497098.440 5419990.470 275.410 Powerline
497098.250 5419990.080 275.370 Powerline
497098.250 5419990.420 275.380 Powerline
497098.240 5419989.720 275.370 Powerline
497098.230 5419989.370 275.370 Roof
497097.940 5419989.270 275.340 Powerline
497097.900 5419989.640 275.370 Powerline
497097.860 5419990.030 275.420 Powerline
497097.820 5419990.400 275.400 Powerline
497097.670 5419989.330 275.380 Powerline
497097.630 5419989.690 275.380 Powerline
497097.590 5419990.050 275.400 Powerline
497097.550 5419990.400 275.410 Powerline
497097.250 5419990.570 275.400 Powerline
497097.240 5419990.210 275.360 Powerline
497097.230 5419989.850 275.370 Powerline
497097.220 5419989.470 275.380 Powerline
497097.210 5419989.120 275.390 Powerline
497097.000 5419989.210 275.390 Powerline
497096.960 5419989.580 275.400 Powerline
497096.920 5419989.940 275.390 Powerline
497096.890 5419990.620 275.390 Powerline
497096.880 5419990.260 275.410 Powerline
497096.880 5419990.320 275.410 Powerline
497096.870 5419989.910 275.410 Powerline
497096.860 5419989.560 275.390 Powerline
497096.850 5419989.200 275.390 Powerline
497096.760 5419989.210 275.400 Powerline
497096.720 5419989.560 275.390 Powerline
497096.680 5419989.920 275.410 Car
497096.780 5419988.990 275.860 Car
497096.810 5419988.750 276.300 Powerline
497096.820 5419987.780 275.340 Powerline
497096.830 5419988.130 275.350 Powerline
497096.830 5419988.490 275.360 Car
497096.840 5419988.850 275.380 Powerline
497096.910 5419987.850 276.840 Powerline
497097.030 5419988.920 275.690 Car
497097.060 5419988.650 276.060 Powerline
497097.120 5419988.120 275.410 Roof
497097.160 5419987.730 275.320 Powerline
497097.180 5419987.660 275.340 Roof
497097.190 5419988.030 275.370 Roof
497097.200 5419988.390 275.330 Powerline
497097.210 5419988.760 275.360 Powerline
497097.710 5419988.980 275.390 Powerline
497097.750 5419988.640 275.380 Powerline
497097.790 5419988.280 275.360 Roof
497097.830 5419987.930 275.390 Powerline
497097.870 5419987.570 275.360 Powerline
497097.980 5419988.910 275.370 Roof
497098.020 5419988.540 275.360 Roof
497098.060 5419988.170 275.350 Roof
497098.100 5419987.800 275.340 Car
497098.190 5419987.610 275.340 Car
497098.200 5419987.970 275.330 Roof
497098.200 5419988.320 275.340 Car
497098.210 5419988.670 275.350 Car
497098.220 5419989.020 275.360 Roof
497098.570 5419987.800 275.300 Roof
497098.570 5419988.140 275.320 Roof
497098.580 5419988.450 275.330 Roof
497098.580 5419988.780 275.380 Roof
497098.590 5419989.050 275.350 Roof
497098.630 5419988.690 275.370 Roof
497098.670 5419988.350 275.360 Roof
497098.710 5419988.000 275.350 Roof
497098.750 5419987.640 275.340 Roof
497098.880 5419988.950 275.350 Roof
497098.920 5419988.580 275.340 Roof
497098.960 5419988.210 275.310 Roof
497099.000 5419987.850 275.320 Powerline
497099.500 5419987.580 275.390 Powerline
497099.510 5419987.960 275.390 Powerline
497099.520 5419988.340 275.360 Roof
497099.520 5419988.780 275.370 Powerline
497099.530 5419988.720 275.360 Powerline
497099.560 5419988.430 275.360 Roof
497099.590 5419988.090 275.390 Roof
497099.630 5419987.740 275.430 Roof
497099.810 5419988.800 275.370 Roof
497099.850 5419988.440 275.370 Roof
497099.880 5419988.070 275.380 Roof
497099.920 5419987.710 275.400 Roof
497099.930 5419987.850 275.420 Roof
497099.940 5419988.220 275.400 Roof
497099.940 5419988.590 275.370 Roof
497099.950 5419988.940 275.370 Roof
497100.390 5419988.910 275.420 Roof
497100.430 5419988.560 275.420 Roof
497100.470 5419988.210 275.410 Roof
497100.510 5419987.870 275.450 Roof
497100.550 5419987.520 275.460 Roof
497100.740 5419988.740 275.430 Roof
497100.780 5419988.370 275.410 Roof
497100.820 5419988.020 275.420 Roof
497100.860 5419987.660 275.430 Roof
497100.860 5419987.850 275.430 Roof
497100.870 5419988.220 275.410 Powerline
497100.880 5419988.580 275.440 Low Veg
497100.890 5419988.920 275.450 Shrub
497101.250 5419987.750 275.430 Shrub
497101.250 5419988.110 275.460 Powerline
497101.260 5419988.490 275.440 Powerline
497101.270 5419988.840 275.450 Shrub
497101.340 5419988.840 275.460 Shrub
497101.380 5419988.480 275.450 Shrub
497101.420 5419988.140 275.460 Powerline
497101.460 5419987.780 275.420 Shrub
497101.620 5419989.020 275.470 Shrub
497101.660 5419988.650 275.460 Shrub
497101.690 5419988.310 275.460 Shrub
497101.730 5419987.950 275.470 Shrub
497101.770 5419987.590 275.440 Shrub
497102.180 5419987.560 275.450 Shrub
497102.190 5419987.930 275.460 Shrub
497102.200 5419988.310 275.460 Shrub
497102.210 5419988.670 275.480 Car
497102.220 5419989.040 275.500 Facade
497102.280 5419988.970 275.520 Powerline
497102.320 5419988.610 275.500 Facade
497102.360 5419988.240 275.450 Facade
497102.400 5419987.920 275.490 Car
497102.440 5419987.560 275.490 Facade
497102.570 5419988.730 275.500 Facade
497102.580 5419987.720 275.490 Powerline
497102.590 5419988.070 275.490 Powerline
497102.600 5419988.420 275.510 Facade
497102.600 5419988.790 275.490 Powerline
497102.610 5419988.360 275.480 Powerline
497102.650 5419987.990 275.490 Car
497102.690 5419987.630 275.500 Shrub
497103.160 5419988.240 289.450 Powerline
497103.160 5419988.500 289.720 Powerline
497103.160 5419988.740 290.040 Powerline
497103.160 5419989.000 290.370 Car
497103.170 5419987.730 288.780 Powerline
497103.170 5419987.990 289.090 Car
497103.280 5419988.840 290.200 Powerline
497103.330 5419988.310 289.510 Low Veg
497103.380 5419987.810 288.900 Powerline
497103.470 5419988.560 289.750 Shrub
497103.470 5419988.800 290.040 Powerline
497103.470 5419989.040 290.330 Powerline
497103.480 5419987.850 288.890 Powerline
497103.480 5419988.090 289.170 Shrub
497103.480 5419988.330 289.460 Shrub
497103.490 5419987.620 288.590 Shrub
497103.520 5419988.970 290.290 Powerline
497103.580 5419988.440 289.640 Facade
497103.630 5419987.910 288.980 Powerline
497104.180 5419988.580 289.730 Low Veg
497104.230 5419988.050 289.050 Powerline
497104.290 5419987.540 288.440 Powerline
497104.440 5419988.840 289.990 Powerline
497104.450 5419987.820 288.680 Powerline
497104.450 5419988.080 289.000 Powerline
497104.450 5419988.330 289.350 Low Veg
497104.450 5419988.580 289.660 Shrub
497104.450 5419988.780 289.970 Powerline
497104.460 5419987.550 288.390 Powerline
497104.500 5419988.260 289.300 Shrub
497104.550 5419987.760 288.680 Powerline
497104.790 5419988.640 289.680 Shrub
497104.790 5419988.900 289.980 Shrub
497104.800 5419988.140 289.020 Powerline
497104.800 5419988.400 289.340 Powerline
497104.810 5419987.630 288.400 Powerline
497104.810 5419987.880 288.710 Powerline
497105.090 5419988.760 289.830 Powerline
497105.140 5419988.240 289.170 Powerline
497105.190 5419987.710 288.510 Powerline
497105.380 5419988.810 289.860 Powerline
497105.440 5419988.280 289.200 Powerline
497105.490 5419987.770 288.530 Powerline
497105.710 5419988.320 289.150 Powerline
497105.710 5419988.580 289.450 Powerline
497105.710 5419988.830 289.770 Powerline
497105.720 5419987.800 288.510 Powerline
497105.720 5419988.050 288.840 Powerline
497105.990 5419989.000 289.990 Powerline
497106.040 5419988.480 289.330 Powerline
497106.070 5419988.800 289.700 Powerline
497106.070 5419989.060 290.000 Powerline
497106.080 5419987.660 288.760 Powerline
497106.080 5419988.010 288.800 Powerline
497106.080 5419988.280 289.030 Powerline
497106.080 5419988.540 289.380 Powerline
497106.100 5419987.970 288.710 Roof
497106.130 5419987.640 288.770 Roof
497106.290 5419988.870 289.760 Powerline
497106.350 5419988.340 289.100 Powerline
497106.380 5419987.990 289.070 Roof
497106.420 5419987.660 289.060 Roof
497106.960 5419987.680 289.620 Roof
497106.960 5419988.010 289.680 Roof
497106.960 5419988.880 289.720 Roof
497106.970 5419988.360 289.710 Roof
497106.970 5419988.680 289.740 Shrub
497106.980 5419989.000 289.860 Powerline
497106.990 5419988.550 289.750 Shrub
497107.030 5419988.210 289.740 Powerline
497107.060 5419987.880 289.770 Powerline
497107.100 5419987.550 289.760 Shrub
497107.240 5419988.990 290.040 Powerline
497107.280 5419988.650 290.040 Powerline
497107.310 5419987.810 290.020 Powerline
497107.310 5419988.300 290.050 Shrub
497107.320 5419988.150 290.040 Low Veg
497107.320 5419988.490 290.060 Powerline
497107.330 5419988.830 290.090 Powerline
497107.350 5419987.960 290.040 Shrub
497107.380 5419987.630 290.030 Powerline
497107.940 5419988.780 290.720 Shrub
497107.970 5419988.440 290.720 Powerline
497108.010 5419988.100 290.720 Powerline
497108.040 5419987.770 290.710 Shrub
497108.170 5419987.540 290.790 Shrub
497108.170 5419987.860 290.870 Powerline
497108.180 5419988.190 290.930 Powerline
497108.190 5419988.500 290.980 Low Veg
497108.190 5419988.840 290.990 Powerline
497108.250 5419988.860 291.040 Low Veg
497108.290 5419988.530 291.050 Powerline
497108.320 5419988.190 291.040 Powerline
497108.220 5419986.110 290.680 Low Veg
497108.180 5419986.450 290.740 Powerline
497108.160 5419986.880 290.750 Low Veg
497108.160 5419987.220 290.770 Powerline
497108.150 5419986.540 290.710 Car
497108.150 5419986.780 290.720 Powerline
497108.140 5419986.220 290.680 Powerline
497108.110 5419987.110 290.700 Roof
497108.080 5419987.440 290.700 Powerline
497107.560 5419985.950 290.040 Car
497107.520 5419986.280 290.040 Powerline
497107.490 5419986.610 290.040 Powerline
497107.450 5419986.940 290.010 Powerline
497107.420 5419987.290 290.040 Powerline
497107.310 5419987.490 289.930 Powerline
497107.300 5419987.160 289.870 Powerline
497107.290 5419986.480 289.810 Powerline
497107.290 5419986.820 289.840 Powerline
497107.280 5419986.130 289.790 Powerline
497107.240 5419986.210 289.750 Powerline
497107.210 5419986.540 289.750 Powerline
497107.170 5419986.880 289.750 Roof
497107.140 5419987.210 289.750 Powerline
497106.950 5419987.340 289.550 Powerline
497106.940 5419986.670 289.490 Car
497106.940 5419987.000 289.550 Powerline
497106.930 5419986.320 289.460 Powerline
497106.920 5419985.980 289.410 Powerline
497106.590 5419985.960 289.050 Powerline
497106.560 5419986.300 289.040 Powerline
497106.520 5419986.630 289.030 Powerline
497106.490 5419986.970 289.050 Roof
497106.450 5419987.310 289.040 Powerline
497106.310 5419985.940 288.770 Powerline
497106.280 5419986.280 288.760 Powerline
497106.240 5419986.620 288.750 Powerline
497106.200 5419986.960 288.750 Powerline
497106.170 5419987.290 288.740 Powerline
497106.070 5419987.000 288.630 Powerline
497106.070 5419987.330 288.700 Powerline
497106.060 5419986.310 288.550 Powerline
497106.060 5419986.650 288.610 Powerline
497106.050 5419985.960 288.550 Powerline
497105.720 5419987.500 288.350 Powerline
497105.710 5419987.150 288.340 Powerline
497105.700 5419986.490 288.220 Shrub
497105.700 5419986.820 288.290 Shrub
497105.690 5419986.150 288.180 Powerline
497105.670 5419986.000 288.340 Powerline
497105.640 5419986.280 288.120 Powerline
497105.610 5419986.620 288.120 Powerline
497105.570 5419986.960 288.120 Powerline
497105.540 5419987.310 288.130 Powerline
497105.380 5419985.990 288.290 Powerline
497105.350 5419986.250 288.020 Powerline
497105.320 5419986.540 287.880 Powerline
497105.280 5419986.860 287.840 Car
497105.240 5419987.210 287.880 Powerline
497104.820 5419986.850 287.490 Powerline
497104.820 5419987.140 287.660 Powerline
497104.810 5419987.370 288.100 Powerline
497104.800 5419986.410 287.810 Car
497104.740 5419985.950 288.290 Powerline
497104.710 5419986.200 287.970 Powerline
497104.690 5419986.390 287.460 Powerline
497104.660 5419986.670 287.220 Powerline
497104.610 5419987.230 288.010 Powerline
497104.480 5419986.860 287.090 Powerline
497104.470 5419987.130 287.380 Powerline
497104.460 5419987.290 288.080 Powerline
497104.440 5419986.090 288.070 Powerline
497104.440 5419986.330 287.800 Powerline
497104.410 5419986.330 287.750 Powerline
497104.400 5419986.470 287.000 Powerline
497104.340 5419987.030 287.820 Powerline
497103.840 5419985.950 288.150 Powerline
497103.810 5419986.210 287.850 Powerline
497103.780 5419986.470 287.530 Powerline
497103.780 5419986.490 286.350 Powerline
497103.690 5419987.390 288.320 Shrub
497103.570 5419986.030 286.080 Powerline
497103.540 5419986.980 286.170 Powerline
497103.540 5419987.290 286.220 Powerline
497103.530 5419986.040 286.060 Powerline
497103.530 5419986.350 286.120 Roof
497103.530 5419986.350 286.060 Powerline
497103.530 5419986.660 286.140 Powerline
497103.500 5419987.140 287.970 Powerline
497103.490 5419987.370 288.320 Car
497103.440 5419987.300 288.270 Roof
497103.230 5419987.120 285.940 Roof
497103.220 5419986.460 285.830 Roof
